DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200315597,08/11/2020 12:00:00 AM,08/10/2020 12:00:00 AM,2300,03,Southwest,0319,1,121,"RAPE, FORCIBLE",1822 0527 0522 1823 1310 1415 1409,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,,,,ST JAMES                     PL,23RD                         ST,34.0317,-118.2769
201808532,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1630,18,Southeast,1842,1,121,"RAPE, FORCIBLE",1817 0913 0536 0522 0448 0537 0527 0509 0510 1402,30,F,B,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,400 W  111TH                        ST,,33.9347,-118.282
200117110,08/28/2020 12:00:00 AM,05/01/2020 12:00:00 AM,0100,01,Central,0154,1,121,"RAPE, FORCIBLE",0537 0527 1814 0522 0516 2000 1206 2001 0913,22,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,500 S  MAIN                         ST,,34.0465,-118.2488
200110943,04/24/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1230,01,Central,0192,1,121,"RAPE, FORCIBLE",0917 0913 1802 0340 0448 0522 0510 0527 0532 1414,23,F,B,401,MINI-MART,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,1300 S  FIGUEROA                     ST,,34.0363,-118.2672
201219484,08/28/2020 12:00:00 AM,08/27/2020 12:00:00 AM,2130,12,77th Street,1215,1,121,"RAPE, FORCIBLE",1202 0913 1820 0302 0334 0413 0500 1402 1415 1262,64,F,B,103,ALLEY,102,HAND GUN,IC,Invest Cont,121,,,,54TH                         ST,VERMONT                      AV,33.9932,-118.2915
200117176,08/31/2020 12:00:00 AM,08/29/2020 12:00:00 AM,2200,01,Central,0174,1,122,"RAPE, ATTEMPTED",2000 0401 0913 1814 0537 1414 0408 0329 1218 2004,49,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,700 S  MAIN                         ST,,34.0437,-118.2518
201612431,08/30/2020 12:00:00 AM,08/21/2020 12:00:00 AM,0001,16,Foothill,1643,1,121,"RAPE, FORCIBLE",0515 0913 1259 1402,16,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,13000    GLAMIS                       ST,,34.2561,-118.4177
201300922,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,2115,13,Newton,1351,1,121,"RAPE, FORCIBLE",0913 1821 2000 1243 0500 0400 1415 1409,34,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,300 W  41ST                         PL,,34.0083,-118.2784
202014509,09/10/2020 12:00:00 AM,09/10/2020 12:00:00 AM,1230,20,Olympic,2044,1,121,"RAPE, FORCIBLE",1415 0913 0448 0537 1251 1409 1259 1402,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,121,998,,,900    IROLO                        ST,,34.0545,-118.3009
201700801,08/22/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1700,17,Devonshire,1761,1,122,"RAPE, ATTEMPTED",0913 1820 0334 1402 0537 0408 0418 0449 0443 0337,21,F,W,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,122,210,910,,22700    PLUMMER                      ST,,34.2426,-118.6217
201219243,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,0600,12,77th Street,1208,1,121,"RAPE, FORCIBLE",1402 1415 1202 1218 2047 2034 1822 0520 0507 0527,60,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,FIGUEROA                     ST,VERNON                       AV,34.0038,-118.2827
200316273,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,2030,03,Southwest,0312,1,122,"RAPE, ATTEMPTED",1822 0342 1251 1259 0444 0522 0532,14,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,5100 W  JEFFERSON                    BL,,34.0255,-118.3556
201219307,08/26/2020 12:00:00 AM,08/10/2020 12:00:00 AM,2200,12,77th Street,1255,1,121,"RAPE, FORCIBLE",0500 1251 1259 1309 1822 0537 0527,17,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1100 W  74TH                         ST,,33.9727,-118.294
200112253,05/28/2020 12:00:00 AM,05/25/2020 12:00:00 AM,2200,01,Central,0111,1,121,"RAPE, FORCIBLE",1402 1415 1218 1262 0527 2060 1822,40,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,CESAR E CHAVEZ,SPRING,34.0583,-118.2395
200412124,08/24/2020 12:00:00 AM,08/22/2020 12:00:00 AM,2100,04,Hollenbeck,0445,1,121,"RAPE, FORCIBLE",1415 0527 1814 0913 0421 0408 2000,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1000    KINGSTON                     AV,,34.056,-118.2102
200612769,07/19/2020 12:00:00 AM,07/17/2020 12:00:00 AM,2200,06,Hollywood,0678,1,121,"RAPE, FORCIBLE",0418 0408 0437 0416 0519 0515 2030 1218 1415 1822,50,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,230,910,998,4800 W  MELROSE                      AV,,34.0864,-118.3059
200100973,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,0530,01,Central,0111,1,121,"RAPE, FORCIBLE",1402 1218 2034 1822 0500 0519 2033 0527 2004,61,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1000 N  ALAMEDA                      ST,,34.0594,-118.2368
201314562,07/27/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2300,13,Newton,1321,1,121,"RAPE, FORCIBLE",0500 0527 1822,42,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2300 S  HILL                         ST,,34.0277,-118.2696
201916490,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,2000,19,Mission,1981,1,121,"RAPE, FORCIBLE",0444 1822 0527 0334 1305 0551 1501,0,F,X,505,MOTEL,207,OTHER KNIFE,IC,Invest Cont,121,,,,SEPULVEDA                    BL,PARTHENIA                    ST,34.2283,-118.4677
201310906,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,0001,13,Newton,1367,1,121,"RAPE, FORCIBLE",1309 0500 1402 1409 1415 0913,21,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,1600 E  46TH                         ST,,34.0018,-118.2458
201216641,07/16/2020 12:00:00 AM,07/08/2020 12:00:00 AM,2130,12,77th Street,1208,1,122,"RAPE, ATTEMPTED",0913 2024 1259 0531 0536 0537 1309 0342,14,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,600 W  49TH                         ST,,33.9987,-118.2848
201913716,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,0830,19,Mission,1961,1,121,"RAPE, FORCIBLE",1218 0527 1020 1309 1822 1402 1262 1206,20,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,SEPULVEDA                    BL,NORDHOFF,34.2355,-118.4677
200316345,08/26/2020 12:00:00 AM,08/22/2020 12:00:00 AM,2300,03,Southwest,0354,1,121,"RAPE, FORCIBLE",0500 0527 0913 1206 1251 1402 1415,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3400    9TH                          AV,,34.0251,-118.3272
201312836,06/24/2020 12:00:00 AM,06/19/2020 12:00:00 AM,0630,13,Newton,1307,1,121,"RAPE, FORCIBLE",1415 0500 0344 1218 0400 1822,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,1000 E  7TH                          ST,,34.0387,-118.2439
201216367,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,0001,12,77th Street,1266,1,121,"RAPE, FORCIBLE",1402 2000 1813 0913 0527,33,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,300 W  81ST                         ST,,33.9659,-118.2783
200800557,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,0300,08,West LA,0859,1,121,"RAPE, FORCIBLE",1817 1218 0527 0519 0408 0419 0429 0421 0526 0913,38,F,W,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,LA CIENEGA                   BL,18TH                         ST,34.0445,-118.3768
200310265,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,0005,03,Southwest,0326,1,121,"RAPE, FORCIBLE",1262 2034 0913,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2600 S  HOBART                       BL,,34.0327,-118.3078
202014157,09/02/2020 12:00:00 AM,09/01/2020 12:00:00 AM,2130,20,Olympic,2034,1,121,"RAPE, FORCIBLE",1402 1415 1822 0342 0508 1311 0334 0446 0416 0527,26,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,3500    WILSHIRE                     BL,,34.0617,-118.3008
200309921,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1530,03,Southwest,0398,1,121,"RAPE, FORCIBLE",1817 1802 0500 0522 0527 2034 1402 1415 1409 0913,20,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,4100 S  FIGUEROA                     ST,,34.0074,-118.285
201011794,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,0130,10,West Valley,1018,1,121,"RAPE, FORCIBLE",1409 0507 1415 0400 1822,22,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,SHERMAN                      WY,HASKELL,34.2013,-118.4749
200305491,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1600,03,Southwest,0357,1,121,"RAPE, FORCIBLE",2000 0516 0522 0527 1241 1813 1821 0536 0400 0913,36,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,1200 W  36TH                         PL,,34.0221,-118.2944
200214654,09/04/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1100,02,Rampart,0204,1,121,"RAPE, FORCIBLE",0542 1822 0342 0209 0527 0432,52,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,400 N  HOOVER                       ST,,34.0782,-118.2844
201514263,08/23/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1600,15,N Hollywood,1549,1,121,"RAPE, FORCIBLE",0527 1817 0940 1913 0400 1823 0913,22,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,5500    DENNY                        AV,,34.17,-118.3646
201816694,09/04/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1600,18,Southeast,1837,1,121,"RAPE, FORCIBLE",1259 0507 1206 0913 0536 1814 0527 0501 0532 0533,17,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,WILMINGTON                   AV,103RD                        ST,33.9432,-118.2391
201611687,08/03/2020 12:00:00 AM,07/31/2020 12:00:00 AM,1830,16,Foothill,1681,1,122,"RAPE, ATTEMPTED",0522 0500 0503 0537 1218 2004 1822 1402,65,F,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,998,,,8700    LAUREL CANYON                BL,,34.2251,-118.4039
200310629,04/29/2020 12:00:00 AM,04/28/2020 12:00:00 AM,0300,03,Southwest,0316,1,121,"RAPE, FORCIBLE",1415 1266 1802 1206 2034 0913,23,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2300 S  CONGRESS                     AV,,34.0346,-118.3024
200117319,08/31/2020 12:00:00 AM,08/12/2020 12:00:00 AM,2300,01,Central,0153,1,121,"RAPE, FORCIBLE",0527 0329 1823 1206 0913,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,600 S  SPRING                       ST,,34.0467,-118.252
200411431,08/03/2020 12:00:00 AM,07/31/2020 12:00:00 AM,0230,04,Hollenbeck,0443,1,121,"RAPE, FORCIBLE",0344 0377 1415 0400 0503 1262 1822,31,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,NORFOLK                      AV,SOTO                         ST,34.0609,-118.2052
202014331,09/06/2020 12:00:00 AM,09/05/2020 12:00:00 AM,2350,20,Olympic,2016,1,121,"RAPE, FORCIBLE",0342 0527 0532 0536 1206 1822 2034,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,200 S  MARIPOSA                     AV,,34.069,-118.2991
200513236,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1300,05,Harbor,0555,1,121,"RAPE, FORCIBLE",1402 1415 1822 1218 0416 1202 1409 0519 0527 0429,60,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,998,,,400 N  GAFFEY                       ST,,33.746,-118.2923
200308713,03/18/2020 12:00:00 AM,03/11/2020 12:00:00 AM,0001,03,Southwest,0375,1,121,"RAPE, FORCIBLE",1817 1218 1268 0432 0515 0507 0913,32,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1700 W  39TH                         ST,,34.0147,-118.3111
201600732,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,0400,16,Foothill,1677,1,121,"RAPE, FORCIBLE",1218 0500 1822,23,F,B,116,OTHER/OUTSIDE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121,,,,UNK,LOCATION,34.2193,-118.3473
200808700,04/25/2020 12:00:00 AM,04/24/2020 12:00:00 AM,2115,08,West LA,0803,1,121,"RAPE, FORCIBLE",1262 1206 0383 0942 0913 1817,19,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,SAN REMO                     DR,MANDEVILLE CANYON,34.0949,-118.5111
201309015,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,0030,13,Newton,1373,1,121,"RAPE, FORCIBLE",1258 0500,13,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,5700 S  CENTRAL                      AV,,33.9925,-118.2608
200305569,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0030,03,Southwest,0397,1,122,"RAPE, ATTEMPTED",0360 0500 0531 0913,31,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,122,,,,4100    DALTON                       AV,,34.0093,-118.3034
200305953,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,0001,03,Southwest,0338,1,121,"RAPE, FORCIBLE",2033 1251 0500 0913,20,F,W,508,FRAT HOUSE/SORORITY/DORMITORY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3200 S  HOOVER                       ST,,34.0268,-118.2896
200908768,04/22/2020 12:00:00 AM,04/21/2020 12:00:00 AM,2000,09,Van Nuys,0969,1,121,"RAPE, FORCIBLE",0913 0527 0507 1402,48,F,W,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,998,,,12600 W  RIVERSIDE                    DR,,34.1576,-118.4062
200914229,09/01/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1300,09,Van Nuys,0911,1,121,"RAPE, FORCIBLE",1813 2000 0527 0913,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,15400    SHERMAN                      WY,,34.2011,-118.4686
200116933,08/25/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2000,01,Central,0142,1,121,"RAPE, FORCIBLE",0551 0516 0522 0537 1823 1822,34,F,B,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,400 S  FIGUEROA                     ST,,34.0533,-118.2561
201200837,08/24/2020 12:00:00 AM,06/01/2020 12:00:00 AM,0001,12,77th Street,1243,1,121,"RAPE, FORCIBLE",1402 1415 1258 0556 0522 0503 0512 0527 0519,7,F,H,707,GARAGE/CARPORT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,1600 W  65TH                         ST,,33.9806,-118.3068
201012432,08/26/2020 12:00:00 AM,07/01/2020 12:00:00 AM,2330,10,West Valley,1017,1,121,"RAPE, FORCIBLE",1259 1820 0537 0940 1309 2001 0510 1019 1906 0913,15,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7300    OSTROM                       AV,,34.2031,-118.5076
200309210,03/29/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1100,03,Southwest,0326,1,121,"RAPE, FORCIBLE",0527 0512 0519 0418 0413 1817 1402 1407 0913,22,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,998,,,1900 W  29TH                         ST,,34.0309,-118.3024
201712866,09/03/2020 12:00:00 AM,06/08/2020 12:00:00 AM,1000,17,Devonshire,1754,1,121,"RAPE, FORCIBLE",1259 0527 1251 0500 1300 0533 0913 1823 0526 0501,16,F,O,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,18300    LEMARSH                      ST,,34.2555,-118.5325
201110362,06/13/2020 12:00:00 AM,06/08/2020 12:00:00 AM,2000,11,Northeast,1135,1,122,"RAPE, ATTEMPTED",0913 0500 0519 0527 1402 1415 1817 0540,28,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,122,821,,,3900    EAGLE ROCK                   BL,,34.1192,-118.2305
201909408,05/03/2020 12:00:00 AM,05/02/2020 12:00:00 AM,0530,19,Mission,1921,1,121,"RAPE, FORCIBLE",1258 0507 1268 0510 0526 0527 0532 1020 0913 1817,13,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,998,,15300    BLEDSOE                      ST,,34.3042,-118.4666
200317089,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,0300,03,Southwest,0355,1,121,"RAPE, FORCIBLE",0913 0510 0527 0516 1415 1218 2059 1817,30,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1900 W  ROCHESTER                    CI,,34.021,-118.3156
201710293,06/22/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2300,17,Devonshire,1723,1,121,"RAPE, FORCIBLE",1258 1801 0913 0500 1251 0503 0536 0537 0501 0512,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,998,,10300    COZYCROFT                    AV,,34.2582,-118.582
200117681,09/09/2020 12:00:00 AM,09/02/2020 12:00:00 AM,0030,01,Central,0131,1,121,"RAPE, FORCIBLE",1913 0913 0432 0416 0448 0510 0444 0408 0419 0527,18,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,100 S  FIGUEROA                     ST,,34.0569,-118.254
201220495,09/11/2020 12:00:00 AM,09/07/2020 12:00:00 AM,1100,12,77th Street,1248,1,121,"RAPE, FORCIBLE",1218 1220 1822 2034 2001 0527 0537,32,F,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,7100 S  VERMONT                      AV,,33.9749,-118.2914
202014313,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,2100,20,Olympic,2093,1,121,"RAPE, FORCIBLE",1814 1415 0913 2000 0537 0527,0,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,2000 S  HARVARD                      BL,,34.0389,-118.305
200117878,09/13/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1600,01,Central,0156,1,121,"RAPE, FORCIBLE",1218 0527 1202 1415 0516 2004 0400 1822 1402,63,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,500    SAN JULIAN                   ST,,34.0429,-118.2462
201816884,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,0001,18,Southeast,1832,1,121,"RAPE, FORCIBLE",1218 1300 1822 1823 2034 0527 1415 1402,23,F,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,104TH                        ST,BROADWAY,33.9419,-118.2784
202111698,07/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,0200,21,Topanga,2177,1,121,"RAPE, FORCIBLE",0913 1817 1206 2002 0501 0527 0400,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,21500    CALIFA                       ST,,34.1772,-118.6002
200117440,09/04/2020 12:00:00 AM,09/03/2020 12:00:00 AM,0030,01,Central,0156,1,121,"RAPE, FORCIBLE",2004 1218 1822 0305 0416 0429 0443 0516 0527 2033,32,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,6TH,SAN PEDRO,34.0429,-118.2462
200100995,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,0400,01,Central,0154,1,121,"RAPE, FORCIBLE",1820 1262 1206 1415 2004 1402 1218 2060 2034 0913,31,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,6TH                          ST,MAIN                         ST,34.0453,-118.2499
201114293,10/03/2020 12:00:00 AM,05/21/2020 12:00:00 AM,0057,11,Northeast,1171,1,121,"RAPE, FORCIBLE",0526 0522 1820 0515 0500 0527 1018 1206 0913,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1600    MICHELTORENA                 ST,,34.0899,-118.2743
201222575,10/14/2020 12:00:00 AM,10/08/2020 12:00:00 AM,2200,12,77th Street,1253,1,121,"RAPE, FORCIBLE",1022 1309 0432 1822 0500 0527 0516 0512 0334 0302,20,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,74TH                         ST,HOBART                       AV,33.9728,-118.3079
212007072,03/19/2021 12:00:00 AM,04/19/2020 12:00:00 AM,2200,20,Olympic,2083,1,121,"RAPE, FORCIBLE",1259 0505 0522 0507 0510 0913 1310 0400 0305 0342,17,F,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,1800 S  OXFORD                       AV,,34.0426,-118.3077
200208088,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,0200,02,Rampart,0233,1,121,"RAPE, FORCIBLE",1259 1415 0522 1822 0448 1305 0536 0537 0527 1310,14,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,812,998,,200 S  RAMPART                      BL,,34.0681,-118.2777
200200885,10/17/2020 12:00:00 AM,10/15/2020 12:00:00 AM,2200,02,Rampart,0245,1,121,"RAPE, FORCIBLE",0416 1415 1218 2004 1822 0319 0448 0537 0527 0516,29,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,2200 W  6TH                          ST,,34.0601,-118.2761
200515106,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,2300,05,Harbor,0563,1,121,"RAPE, FORCIBLE",0528 1822 1415 0515 0527 2033 2034,23,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,12TH,ALMA,33.7334,-118.299
